date,value,category
2005-02-13,439,C2
2005-02-12,719,C3
2005-02-11,292,C2
2005-02-10,910,C4
2005-02-09,485,C4
2005-02-08,117,C4
2005-02-07,535,C2
2005-02-06,804,C4
2005-02-05,366,C1
2005-02-04,831,C3
2005-02-03,98,C3
2005-02-02,880,C4
2005-02-01,372,C1
2005-01-31,426,C1
2005-01-30,78,C2
2005-01-29,768,C2
2005-01-28,83,C3
2005-01-27,612,C4
2005-01-26,774,C2
2005-01-25,15,C4
2005-01-24,191,C3
2005-01-23,457,C2
2005-01-22,732,C3
2005-01-21,292,C2
2005-01-20,52,C1
2005-01-19,468,C1
2005-01-18,842,C1
2005-01-17,76,C3
2005-01-16,629,C2
2005-01-15,361,C3
2005-01-14,355,C3
2005-01-13,473,C3
2005-01-12,662,C4
2005-01-11,702,C3
2005-01-10,829,C4
2005-01-09,212,C1
2005-01-08,697,C2
2005-01-07,638,C2
2005-01-06,441,C3
2005-01-05,507,C1
2005-01-04,464,C1
2005-01-03,520,C2
2005-01-02,793,C3
2005-01-01,573,C3
2004-12-31,920,C4
2004-12-30,290,C4
2004-12-29,317,C1
2004-12-28,953,C1
2004-12-27,663,C1
2004-12-26,853,C1
2004-12-25,950,C4
2004-12-24,907,C1
2004-12-23,149,C1
2004-12-22,337,C2
2004-12-21,317,C1
2004-12-20,813,C4
2004-12-19,475,C2
2004-12-18,810,C1
2004-12-17,491,C2
2004-12-16,232,C1
2004-12-15,860,C1
2004-12-14,590,C3
2004-12-13,706,C2
2004-12-12,677,C4
2004-12-11,215,C3
2004-12-10,668,C3
2004-12-09,689,C2
2004-12-08,899,C2
2004-12-07,480,C1
2004-12-06,665,C3
2004-12-05,674,C3
2004-12-04,23,C1
2004-12-03,171,C1
2004-12-02,437,C2
2004-12-01,556,C2
2004-11-30,233,C4
2004-11-29,372,C1
2004-11-28,419,C1
2004-11-27,453,C1
2004-11-26,541,C2
2004-11-25,201,C2
2004-11-24,978,C4
2004-11-23,791,C3
2004-11-22,411,C1
2004-11-21,481,C3
2004-11-20,468,C3
2004-11-19,157,C2
2004-11-18,153,C4
2004-11-17,401,C3
2004-11-16,116,C1
2004-11-15,573,C4
2004-11-14,523,C1
2004-11-13,327,C1
2004-11-12,933,C3
2004-11-11,33,C2
2004-11-10,848,C4
2004-11-09,770,C1
2004-11-08,239,C3
2004-11-07,438,C2
2004-11-06,337,C4
2004-11-05,992,C3
2004-11-04,967,C3
2004-11-03,706,C4
2004-11-02,23,C2
2004-11-01,411,C2
2004-10-31,213,C3
2004-10-30,127,C4
2004-10-29,629,C1
2004-10-28,711,C4
2004-10-27,435,C3
2004-10-26,484,C3
2004-10-25,983,C1
2004-10-24,384,C3
2004-10-23,619,C3
2004-10-22,841,C2
2004-10-21,279,C4
2004-10-20,81,C1
2004-10-19,466,C3
2004-10-18,947,C4
2004-10-17,507,C3
2004-10-16,255,C4
2004-10-15,335,C1
2004-10-14,382,C3
2004-10-13,739,C2
2004-10-12,897,C4
2004-10-11,552,C3
2004-10-10,461,C2
2004-10-09,319,C3
2004-10-08,375,C1
2004-10-07,465,C1
2004-10-06,125,C3
2004-10-05,388,C3
2004-10-04,751,C2
2004-10-03,556,C3
2004-10-02,602,C3
2004-10-01,928,C3
2004-09-30,640,C3
2004-09-29,131,C2
2004-09-28,540,C2
2004-09-27,298,C1
2004-09-26,851,C4
2004-09-25,610,C3
2004-09-24,341,C1
2004-09-23,556,C1
2004-09-22,954,C3
2004-09-21,200,C3
2004-09-20,178,C4
2004-09-19,825,C4
2004-09-18,517,C4
2004-09-17,932,C1
2004-09-16,510,C2
2004-09-15,646,C1
2004-09-14,932,C2
2004-09-13,671,C4
2004-09-12,640,C2
2004-09-11,800,C3
2004-09-10,26,C3
2004-09-09,897,C2
2004-09-08,796,C3
2004-09-07,775,C4
2004-09-06,15,C2
2004-09-05,405,C3
2004-09-04,475,C2
2004-09-03,161,C3
2004-09-02,515,C1
2004-09-01,439,C4
2004-08-31,993,C2
2004-08-30,248,C4
2004-08-29,669,C1
2004-08-28,662,C3
2004-08-27,669,C1
2004-08-26,189,C3
2004-08-25,327,C1
2004-08-24,243,C2
2004-08-23,408,C1
2004-08-22,428,C4
2004-08-21,35,C3
2004-08-20,977,C1
2004-08-19,50,C1
2004-08-18,55,C4
2004-08-17,408,C1
2004-08-16,228,C1
2004-08-15,570,C4
2004-08-14,458,C2
2004-08-13,247,C2
2004-08-12,197,C3
2004-08-11,263,C2
2004-08-10,433,C3
2004-08-09,643,C2
2004-08-08,159,C4
2004-08-07,473,C1
2004-08-06,820,C1
2004-08-05,222,C4
2004-08-04,230,C4
2004-08-03,248,C2
2004-08-02,418,C4
2004-08-01,828,C2
2004-07-31,697,C4
2004-07-30,185,C3
2004-07-29,685,C2
2004-07-28,874,C1
2004-07-27,588,C2
2004-07-26,701,C4
2004-07-25,989,C4
2004-07-24,63,C1
2004-07-23,671,C2
2004-07-22,435,C4
2004-07-21,42,C3
2004-07-20,940,C4
2004-07-19,373,C2
2004-07-18,192,C3
2004-07-17,707,C4
2004-07-16,695,C4
2004-07-15,373,C4
2004-07-14,727,C4
2004-07-13,807,C1
2004-07-12,949,C3
2004-07-11,632,C1
2004-07-10,696,C2
2004-07-09,678,C1
2004-07-08,766,C2
2004-07-07,926,C4
2004-07-06,315,C2
2004-07-05,414,C4
2004-07-04,161,C2
2004-07-03,252,C1
2004-07-02,422,C2
2004-07-01,767,C4
2004-06-30,794,C2
2004-06-29,516,C1
2004-06-28,414,C3
2004-06-27,351,C4
2004-06-26,998,C4
2004-06-25,31,C2
2004-06-24,472,C4
2004-06-23,671,C4
2004-06-22,423,C2
2004-06-21,470,C4
2004-06-20,730,C1
2004-06-19,318,C3
2004-06-18,886,C1
2004-06-17,463,C4
2004-06-16,706,C2
2004-06-15,929,C3
2004-06-14,655,C3
2004-06-13,529,C2
2004-06-12,781,C4
2004-06-11,861,C3
2004-06-10,349,C2
2004-06-09,295,C4
2004-06-08,133,C3
2004-06-07,459,C1
2004-06-06,827,C1
2004-06-05,153,C1
2004-06-04,630,C2
2004-06-03,508,C2
2004-06-02,189,C1
2004-06-01,592,C1
2004-05-31,727,C1
2004-05-30,279,C4
2004-05-29,515,C1
2004-05-28,562,C2
2004-05-27,866,C2
2004-05-26,588,C2
2004-05-25,254,C1
2004-05-24,575,C1
2004-05-23,167,C4
2004-05-22,415,C4
2004-05-21,217,C3
2004-05-20,578,C4
2004-05-19,356,C2
2004-05-18,84,C4
2004-05-17,758,C1
2004-05-16,777,C2
2004-05-15,669,C4
2004-05-14,882,C3
2004-05-13,771,C2
2004-05-12,468,C3
2004-05-11,211,C4
2004-05-10,42,C1
2004-05-09,997,C4
2004-05-08,598,C2
2004-05-07,465,C4
2004-05-06,635,C3
2004-05-05,582,C4
2004-05-04,646,C2
2004-05-03,996,C4
2004-05-02,15,C4
2004-05-01,397,C1
2004-04-30,810,C2
2004-04-29,384,C1
2004-04-28,145,C3
2004-04-27,17,C2
2004-04-26,547,C4
2004-04-25,379,C2
2004-04-24,941,C1
2004-04-23,180,C1
2004-04-22,846,C4
2004-04-21,739,C4
2004-04-20,955,C2
2004-04-19,901,C3
2004-04-18,382,C1
2004-04-17,925,C1
2004-04-16,693,C3
2004-04-15,750,C1
2004-04-14,392,C1
2004-04-13,466,C1
2004-04-12,775,C3
2004-04-11,508,C4
2004-04-10,464,C4
2004-04-09,837,C4
2004-04-08,644,C2
2004-04-07,485,C3
2004-04-06,500,C4
2004-04-05,655,C3
2004-04-04,937,C4
2004-04-03,609,C3
2004-04-02,554,C2
2004-04-01,779,C1
2004-03-31,829,C4
2004-03-30,867,C2
2004-03-29,650,C2
2004-03-28,499,C4
2004-03-27,507,C1
2004-03-26,28,C2
2004-03-25,593,C1
2004-03-24,451,C2
2004-03-23,812,C1
2004-03-22,430,C2
2004-03-21,566,C3
2004-03-20,286,C4
2004-03-19,266,C4
2004-03-18,856,C3
2004-03-17,772,C3
2004-03-16,766,C2
2004-03-15,992,C1
2004-03-14,941,C1
2004-03-13,123,C4
2004-03-12,33,C2
2004-03-11,940,C3
2004-03-10,991,C3
2004-03-09,36,C1
2004-03-08,649,C3
2004-03-07,89,C1
2004-03-06,81,C4
2004-03-05,795,C3
2004-03-04,574,C2
2004-03-03,571,C1
2004-03-02,380,C3
2004-03-01,378,C3
2004-02-29,214,C4
2004-02-28,716,C1
2004-02-27,613,C4
2004-02-26,642,C4
2004-02-25,535,C1
2004-02-24,423,C3
2004-02-23,664,C1
2004-02-22,528,C2
2004-02-21,260,C1
2004-02-20,398,C1
2004-02-19,195,C4
2004-02-18,882,C2
2004-02-17,467,C1
2004-02-16,61,C2
2004-02-15,776,C1
2004-02-14,29,C3
2004-02-13,872,C4
2004-02-12,508,C3
2004-02-11,205,C3
2004-02-10,346,C1
2004-02-09,279,C2
2004-02-08,14,C3
2004-02-07,587,C1
2004-02-06,996,C3
2004-02-05,726,C4
2004-02-04,10,C2
2004-02-03,775,C3
2004-02-02,323,C4
2004-02-01,283,C3
2004-01-31,903,C1
2004-01-30,115,C4
2004-01-29,234,C1
2004-01-28,478,C4
2004-01-27,778,C2
2004-01-26,908,C2
2004-01-25,259,C2
2004-01-24,241,C4
2004-01-23,908,C4
2004-01-22,694,C1
2004-01-21,917,C1
2004-01-20,618,C3
2004-01-19,511,C4
2004-01-18,790,C1
2004-01-17,446,C4
2004-01-16,452,C1
2004-01-15,834,C2
2004-01-14,270,C4
2004-01-13,707,C4
2004-01-12,628,C3
2004-01-11,136,C1
2004-01-10,352,C3
2004-01-09,663,C2
2004-01-08,547,C1
2004-01-07,163,C1
2004-01-06,877,C1
2004-01-05,447,C2
2004-01-04,972,C4
2004-01-03,518,C4
2004-01-02,560,C3
2004-01-01,576,C3
2003-12-31,779,C3
2003-12-30,646,C2
2003-12-29,682,C3
2003-12-28,51,C2
2003-12-27,268,C2
2003-12-26,202,C2
2003-12-25,161,C2
2003-12-24,836,C3
2003-12-23,742,C2
2003-12-22,969,C2
2003-12-21,901,C2
2003-12-20,850,C3
2003-12-19,813,C1
2003-12-18,536,C1
2003-12-17,152,C3
2003-12-16,938,C1
2003-12-15,451,C3
2003-12-14,543,C2
2003-12-13,858,C3
2003-12-12,694,C2
2003-12-11,991,C3
2003-12-10,190,C3
2003-12-09,954,C3
2003-12-08,535,C2
2003-12-07,741,C3
2003-12-06,715,C1
2003-12-05,362,C3
2003-12-04,505,C4
2003-12-03,377,C2
2003-12-02,158,C1
2003-12-01,929,C1
2003-11-30,891,C1
2003-11-29,100,C1
2003-11-28,517,C3
2003-11-27,358,C2
2003-11-26,477,C4
2003-11-25,524,C2
2003-11-24,544,C4
2003-11-23,336,C2
2003-11-22,840,C1
2003-11-21,580,C3
2003-11-20,539,C2
2003-11-19,135,C3
2003-11-18,425,C4
2003-11-17,750,C3
2003-11-16,429,C2
2003-11-15,354,C2
2003-11-14,249,C3
2003-11-13,374,C2
2003-11-12,864,C3
2003-11-11,328,C2
2003-11-10,388,C1
2003-11-09,414,C4
2003-11-08,498,C2
2003-11-07,282,C3
2003-11-06,946,C2
2003-11-05,256,C3
2003-11-04,834,C1
2003-11-03,417,C3
2003-11-02,578,C2
2003-11-01,974,C4
2003-10-31,433,C3
2003-10-30,976,C1
2003-10-29,66,C2
2003-10-28,745,C1
2003-10-27,849,C3
2003-10-26,608,C2
2003-10-25,624,C3
2003-10-24,343,C2
2003-10-23,507,C3
2003-10-22,96,C4
2003-10-21,867,C2
2003-10-20,441,C1
2003-10-19,409,C4
2003-10-18,858,C1
2003-10-17,235,C1
2003-10-16,669,C2
2003-10-15,889,C4
2003-10-14,195,C4
2003-10-13,783,C4
2003-10-12,940,C3
2003-10-11,925,C1
2003-10-10,838,C1
2003-10-09,392,C4
2003-10-08,563,C4
2003-10-07,712,C2
2003-10-06,179,C1
2003-10-05,328,C3
2003-10-04,336,C4
2003-10-03,187,C4
2003-10-02,857,C4
2003-10-01,591,C4
2003-09-30,322,C1
2003-09-29,464,C4
2003-09-28,805,C1
2003-09-27,382,C1
2003-09-26,288,C1
2003-09-25,525,C1
2003-09-24,883,C4
2003-09-23,532,C3
2003-09-22,710,C1
2003-09-21,963,C3
2003-09-20,163,C1
2003-09-19,412,C2
2003-09-18,472,C4
2003-09-17,99,C1
2003-09-16,855,C4
2003-09-15,537,C2
2003-09-14,895,C4
2003-09-13,182,C1
2003-09-12,328,C3
2003-09-11,354,C1
2003-09-10,647,C4
2003-09-09,772,C1
2003-09-08,375,C1
2003-09-07,252,C4
2003-09-06,112,C4
2003-09-05,203,C2
2003-09-04,619,C3
2003-09-03,60,C2
2003-09-02,164,C2
2003-09-01,92,C2
2003-08-31,14,C4
2003-08-30,280,C2
2003-08-29,633,C2
2003-08-28,985,C4
2003-08-27,960,C2
2003-08-26,37,C2
2003-08-25,826,C3
2003-08-24,797,C4
2003-08-23,274,C1
2003-08-22,371,C1
2003-08-21,108,C3
2003-08-20,885,C3
2003-08-19,483,C3
2003-08-18,375,C2
2003-08-17,456,C1
2003-08-16,694,C3
2003-08-15,146,C1
2003-08-14,355,C4
2003-08-13,176,C1
2003-08-12,680,C2
2003-08-11,387,C3
2003-08-10,997,C4
2003-08-09,728,C4
2003-08-08,72,C4
2003-08-07,585,C1
2003-08-06,671,C2
2003-08-05,246,C3
2003-08-04,714,C3
2003-08-03,126,C2
2003-08-02,458,C2
2003-08-01,276,C4
2003-07-31,671,C1
2003-07-30,810,C1
2003-07-29,473,C3
2003-07-28,566,C4
2003-07-27,98,C1
2003-07-26,975,C2
2003-07-25,535,C1
2003-07-24,280,C4
2003-07-23,401,C2
2003-07-22,509,C2
2003-07-21,784,C3
2003-07-20,854,C2
2003-07-19,127,C4
2003-07-18,753,C2
2003-07-17,494,C4
2003-07-16,112,C3
2003-07-15,230,C2
2003-07-14,294,C3
2003-07-13,113,C3
2003-07-12,267,C1
2003-07-11,274,C2
2003-07-10,402,C2
2003-07-09,129,C2
2003-07-08,830,C3
2003-07-07,810,C4
2003-07-06,414,C4
2003-07-05,718,C2
2003-07-04,605,C1
2003-07-03,18,C1
2003-07-02,604,C2
2003-07-01,944,C4
2003-06-30,212,C4
2003-06-29,188,C2
2003-06-28,469,C4
2003-06-27,694,C2
2003-06-26,210,C1
2003-06-25,620,C3
2003-06-24,151,C4
2003-06-23,16,C2
2003-06-22,399,C2
2003-06-21,98,C2
2003-06-20,364,C4
2003-06-19,403,C3
2003-06-18,852,C4
2003-06-17,81,C3
2003-06-16,782,C1
2003-06-15,557,C3
2003-06-14,822,C4
2003-06-13,849,C1
2003-06-12,125,C2
2003-06-11,752,C2
2003-06-10,802,C2
2003-06-09,605,C4
2003-06-08,472,C1
2003-06-07,991,C1
2003-06-06,974,C1
2003-06-05,640,C4
2003-06-04,512,C4
2003-06-03,621,C3
2003-06-02,906,C3
2003-06-01,587,C2
2003-05-31,295,C4
2003-05-30,590,C3
2003-05-29,51,C1
2003-05-28,154,C2
2003-05-27,447,C3
2003-05-26,876,C1
2003-05-25,779,C2
2003-05-24,754,C1
2003-05-23,430,C4
2003-05-22,170,C1
2003-05-21,26,C2
2003-05-20,598,C3
2003-05-19,987,C4
2003-05-18,196,C4
2003-05-17,787,C3
2003-05-16,422,C2
2003-05-15,731,C4
2003-05-14,613,C3
2003-05-13,912,C1
2003-05-12,47,C4
2003-05-11,803,C3
2003-05-10,527,C1
2003-05-09,249,C4
2003-05-08,262,C1
2003-05-07,807,C3
2003-05-06,510,C4
2003-05-05,332,C3
2003-05-04,710,C4
2003-05-03,110,C3
2003-05-02,463,C4
2003-05-01,364,C4
2003-04-30,99,C4
2003-04-29,392,C4
2003-04-28,679,C2
2003-04-27,919,C3
2003-04-26,697,C3
2003-04-25,922,C3
2003-04-24,432,C4
2003-04-23,298,C2
2003-04-22,268,C4
2003-04-21,700,C1
2003-04-20,202,C3
2003-04-19,367,C2
2003-04-18,910,C3
2003-04-17,180,C3
2003-04-16,363,C3
2003-04-15,138,C2
2003-04-14,312,C1
2003-04-13,808,C2
2003-04-12,658,C2
2003-04-11,233,C4
2003-04-10,487,C4
2003-04-09,736,C2
2003-04-08,606,C2
2003-04-07,426,C4
2003-04-06,603,C2
2003-04-05,471,C3
2003-04-04,227,C4
2003-04-03,479,C3
2003-04-02,138,C3
2003-04-01,367,C4
2003-03-31,893,C4
2003-03-30,573,C4
2003-03-29,179,C3
2003-03-28,807,C3
2003-03-27,315,C1
2003-03-26,424,C3
2003-03-25,829,C3
2003-03-24,487,C1
2003-03-23,811,C2
2003-03-22,473,C3
2003-03-21,946,C1
2003-03-20,646,C3
2003-03-19,329,C1
2003-03-18,215,C4
2003-03-17,959,C2
2003-03-16,371,C2
2003-03-15,230,C2
2003-03-14,355,C1
2003-03-13,802,C1
2003-03-12,748,C2
2003-03-11,736,C4
2003-03-10,550,C4
2003-03-09,249,C4
2003-03-08,214,C2
2003-03-07,875,C3
2003-03-06,308,C3
2003-03-05,350,C2
2003-03-04,34,C2
2003-03-03,963,C1
2003-03-02,796,C3
2003-03-01,230,C4
2003-02-28,844,C4
2003-02-27,405,C2
2003-02-26,77,C1
2003-02-25,688,C1
2003-02-24,195,C3
2003-02-23,623,C2
2003-02-22,551,C3
2003-02-21,696,C3
2003-02-20,437,C1
2003-02-19,851,C1
2003-02-18,812,C3
2003-02-17,652,C4
2003-02-16,605,C3
2003-02-15,548,C3
2003-02-14,394,C1
2003-02-13,668,C2
2003-02-12,380,C3
2003-02-11,369,C1
2003-02-10,168,C3
2003-02-09,202,C3
2003-02-08,892,C3
2003-02-07,15,C4
2003-02-06,817,C4
2003-02-05,260,C1
2003-02-04,846,C1
2003-02-03,637,C2
2003-02-02,726,C3
2003-02-01,413,C2
2003-01-31,219,C3
2003-01-30,773,C2
2003-01-29,406,C4
2003-01-28,762,C3
2003-01-27,336,C3
2003-01-26,284,C3
2003-01-25,101,C2
2003-01-24,865,C1
2003-01-23,285,C1
2003-01-22,78,C2
2003-01-21,252,C1
2003-01-20,817,C1
2003-01-19,866,C4
2003-01-18,982,C4
2003-01-17,759,C4
2003-01-16,317,C3
2003-01-15,615,C1
2003-01-14,287,C3
2003-01-13,471,C3
2003-01-12,285,C4
2003-01-11,536,C4
2003-01-10,756,C3
2003-01-09,623,C4
2003-01-08,607,C1
2003-01-07,598,C1
2003-01-06,591,C1
2003-01-05,569,C4
2003-01-04,591,C3
2003-01-03,457,C4
2003-01-02,728,C1
2003-01-01,609,C3
2002-12-31,808,C1
2002-12-30,584,C4
2002-12-29,685,C4
2002-12-28,578,C3
2002-12-27,884,C3
2002-12-26,752,C4
2002-12-25,743,C1
2002-12-24,988,C3
2002-12-23,88,C1
2002-12-22,493,C3
2002-12-21,204,C1
2002-12-20,465,C3
2002-12-19,508,C2
2002-12-18,806,C2
2002-12-17,739,C4
2002-12-16,826,C4
2002-12-15,674,C4
2002-12-14,748,C2
2002-12-13,494,C4
2002-12-12,546,C4
2002-12-11,137,C3
2002-12-10,131,C2
2002-12-09,712,C1
2002-12-08,825,C1
2002-12-07,971,C3
2002-12-06,919,C1
2002-12-05,996,C4
2002-12-04,548,C1
2002-12-03,679,C3
2002-12-02,873,C3
2002-12-01,867,C4
2002-11-30,62,C2
2002-11-29,816,C3
2002-11-28,61,C2
2002-11-27,624,C2
2002-11-26,720,C1
2002-11-25,114,C4
2002-11-24,489,C2
2002-11-23,253,C2
2002-11-22,443,C1
2002-11-21,420,C3
2002-11-20,431,C4
2002-11-19,940,C2
2002-11-18,732,C4
2002-11-17,623,C3
2002-11-16,844,C4
2002-11-15,102,C3
2002-11-14,671,C4
2002-11-13,111,C2
2002-11-12,123,C2
2002-11-11,293,C1
2002-11-10,981,C1
2002-11-09,886,C4
2002-11-08,635,C3
2002-11-07,429,C2
2002-11-06,799,C4
2002-11-05,250,C2
2002-11-04,538,C2
2002-11-03,471,C1
2002-11-02,465,C2
2002-11-01,201,C1
2002-10-31,613,C4
2002-10-30,554,C1
2002-10-29,476,C2
2002-10-28,377,C2
2002-10-27,580,C1
2002-10-26,780,C1
2002-10-25,983,C2
2002-10-24,574,C2
2002-10-23,791,C2
2002-10-22,502,C1
2002-10-21,91,C4
2002-10-20,500,C4
2002-10-19,575,C4
2002-10-18,570,C1
2002-10-17,80,C2
2002-10-16,384,C4
2002-10-15,258,C3
2002-10-14,26,C2
2002-10-13,50,C3
2002-10-12,360,C1
2002-10-11,607,C1
2002-10-10,55,C3
2002-10-09,662,C4
2002-10-08,347,C2
2002-10-07,167,C3
2002-10-06,95,C3
2002-10-05,665,C4
2002-10-04,760,C2
2002-10-03,990,C4
2002-10-02,122,C1
2002-10-01,568,C1
2002-09-30,443,C3
2002-09-29,348,C3
2002-09-28,515,C1
2002-09-27,517,C4
2002-09-26,129,C2
2002-09-25,359,C4
2002-09-24,19,C4
2002-09-23,68,C1
2002-09-22,602,C3
2002-09-21,91,C1
2002-09-20,533,C2
2002-09-19,653,C1
2002-09-18,752,C3
2002-09-17,947,C1
2002-09-16,101,C1
2002-09-15,263,C2
2002-09-14,913,C1
2002-09-13,181,C2
2002-09-12,330,C2
2002-09-11,456,C1
2002-09-10,810,C4
2002-09-09,35,C3
2002-09-08,169,C1
2002-09-07,680,C4
2002-09-06,456,C1
2002-09-05,707,C4
2002-09-04,455,C2
2002-09-03,448,C4
2002-09-02,968,C3
2002-09-01,198,C3
2002-08-31,615,C3
2002-08-30,156,C4
2002-08-29,969,C1
2002-08-28,599,C4
2002-08-27,128,C3
2002-08-26,882,C4
2002-08-25,68,C1
2002-08-24,584,C1
2002-08-23,404,C2
2002-08-22,698,C3
2002-08-21,866,C4
2002-08-20,248,C3
2002-08-19,43,C1
2002-08-18,916,C4
2002-08-17,493,C2
2002-08-16,852,C1
2002-08-15,836,C2
2002-08-14,270,C3
2002-08-13,797,C4
2002-08-12,930,C2
2002-08-11,532,C1
2002-08-10,213,C3
2002-08-09,195,C2
2002-08-08,779,C4
2002-08-07,275,C3
2002-08-06,382,C2
2002-08-05,656,C3
2002-08-04,573,C1
2002-08-03,155,C1
2002-08-02,966,C4
2002-08-01,648,C3
2002-07-31,488,C1
2002-07-30,817,C4
2002-07-29,978,C4
2002-07-28,903,C2
2002-07-27,150,C4
2002-07-26,517,C3
2002-07-25,613,C4
2002-07-24,976,C1
2002-07-23,562,C3
2002-07-22,348,C1
2002-07-21,319,C2
2002-07-20,248,C1
2002-07-19,771,C3
2002-07-18,697,C4
2002-07-17,593,C3
2002-07-16,329,C3
2002-07-15,807,C1
2002-07-14,174,C2
2002-07-13,964,C3
2002-07-12,358,C1
2002-07-11,459,C2
2002-07-10,894,C1
2002-07-09,477,C3
2002-07-08,269,C1
2002-07-07,999,C1
2002-07-06,736,C3
2002-07-05,157,C3
2002-07-04,252,C1
2002-07-03,470,C4
2002-07-02,407,C1
2002-07-01,262,C4
2002-06-30,953,C1
2002-06-29,224,C4
2002-06-28,164,C2
2002-06-27,671,C4
2002-06-26,653,C3
2002-06-25,425,C3
2002-06-24,950,C4
2002-06-23,446,C3
2002-06-22,467,C2
2002-06-21,895,C4
2002-06-20,671,C1
2002-06-19,616,C2
2002-06-18,927,C4
2002-06-17,427,C4
2002-06-16,353,C4
2002-06-15,126,C2
2002-06-14,173,C1
2002-06-13,745,C1
2002-06-12,889,C3
2002-06-11,482,C4
2002-06-10,11,C1
2002-06-09,264,C4
2002-06-08,644,C4
2002-06-07,612,C4
2002-06-06,255,C1
2002-06-05,811,C2
2002-06-04,571,C3
2002-06-03,928,C3
2002-06-02,124,C3
2002-06-01,659,C2
2002-05-31,555,C3
2002-05-30,630,C2
2002-05-29,794,C3
2002-05-28,182,C4
2002-05-27,631,C2
2002-05-26,321,C4
2002-05-25,333,C2
2002-05-24,167,C2
2002-05-23,258,C2
2002-05-22,347,C2
2002-05-21,464,C1
2002-05-20,805,C1
2002-05-19,707,C1
2002-05-18,806,C2
2002-05-17,149,C3
2002-05-16,633,C4
2002-05-15,208,C3
2002-05-14,906,C4
2002-05-13,799,C2
2002-05-12,881,C2
2002-05-11,529,C2
2002-05-10,560,C1
2002-05-09,504,C4
2002-05-08,369,C4
2002-05-07,752,C1
2002-05-06,919,C3
2002-05-05,616,C4
2002-05-04,78,C2
2002-05-03,945,C3
2002-05-02,213,C1
2002-05-01,991,C3
2002-04-30,977,C4
2002-04-29,369,C2
2002-04-28,288,C3
2002-04-27,821,C4
2002-04-26,511,C1
2002-04-25,144,C4
2002-04-24,786,C4
2002-04-23,892,C2
2002-04-22,555,C4
2002-04-21,91,C1
2002-04-20,928,C2
2002-04-19,138,C4
2002-04-18,330,C3
2002-04-17,861,C1
2002-04-16,228,C3
2002-04-15,525,C3
2002-04-14,423,C4
2002-04-13,748,C2
2002-04-12,401,C1
2002-04-11,231,C1
2002-04-10,968,C3
2002-04-09,429,C2
2002-04-08,792,C1
2002-04-07,104,C2
2002-04-06,824,C2
2002-04-05,965,C2
2002-04-04,818,C3
2002-04-03,469,C3
2002-04-02,587,C4
2002-04-01,659,C3
2002-03-31,419,C1
2002-03-30,461,C3
2002-03-29,844,C3
2002-03-28,207,C4
2002-03-27,882,C4
2002-03-26,404,C2
2002-03-25,655,C3
2002-03-24,224,C4
2002-03-23,257,C3
2002-03-22,157,C3
2002-03-21,843,C4
2002-03-20,734,C1
2002-03-19,443,C1
2002-03-18,731,C4
2002-03-17,255,C1
2002-03-16,512,C4
2002-03-15,983,C1
2002-03-14,875,C1
2002-03-13,189,C2
2002-03-12,520,C3
2002-03-11,83,C3
2002-03-10,613,C2
2002-03-09,540,C2
2002-03-08,75,C3
2002-03-07,524,C2
2002-03-06,589,C4
2002-03-05,195,C4
2002-03-04,927,C1
2002-03-03,664,C2
2002-03-02,383,C3
2002-03-01,215,C4
2002-02-28,205,C3
2002-02-27,334,C1
2002-02-26,833,C4
2002-02-25,301,C4
2002-02-24,252,C4
2002-02-23,114,C3
2002-02-22,263,C1
2002-02-21,604,C3
2002-02-20,294,C3
2002-02-19,680,C4
2002-02-18,843,C2
2002-02-17,609,C2
2002-02-16,504,C4
2002-02-15,620,C4
2002-02-14,598,C1
2002-02-13,778,C1
2002-02-12,11,C3
2002-02-11,499,C2
2002-02-10,451,C2
2002-02-09,757,C4
2002-02-08,198,C2
2002-02-07,122,C2
2002-02-06,813,C3
2002-02-05,690,C3
2002-02-04,915,C4
2002-02-03,491,C2
2002-02-02,19,C2
2002-02-01,588,C3
2002-01-31,591,C2
2002-01-30,929,C2
2002-01-29,983,C2
2002-01-28,75,C4
2002-01-27,838,C4
2002-01-26,359,C2
2002-01-25,996,C3
2002-01-24,706,C1
2002-01-23,372,C4
2002-01-22,13,C1
2002-01-21,827,C3
2002-01-20,292,C2
2002-01-19,683,C3
2002-01-18,981,C4
2002-01-17,917,C3
2002-01-16,627,C2
2002-01-15,912,C1
2002-01-14,119,C3
2002-01-13,379,C1
2002-01-12,408,C3
2002-01-11,167,C1
2002-01-10,902,C3
2002-01-09,802,C4
2002-01-08,677,C4
2002-01-07,950,C1
2002-01-06,685,C2
2002-01-05,392,C2
2002-01-04,366,C2
2002-01-03,273,C1
2002-01-02,365,C4
2002-01-01,844,C2
2001-12-31,757,C2
2001-12-30,456,C4
2001-12-29,632,C2
2001-12-28,484,C2
2001-12-27,250,C2
2001-12-26,521,C2
2001-12-25,951,C1
2001-12-24,115,C1
2001-12-23,484,C1
2001-12-22,483,C1
2001-12-21,750,C1
2001-12-20,467,C1
2001-12-19,358,C2
2001-12-18,841,C4
2001-12-17,481,C2
2001-12-16,334,C4
2001-12-15,628,C2
2001-12-14,795,C2
2001-12-13,584,C4
2001-12-12,986,C4
2001-12-11,124,C1
2001-12-10,605,C4
2001-12-09,977,C1
2001-12-08,562,C4
2001-12-07,485,C2
2001-12-06,847,C4
